transaction_id,sender_id,recipient_id,transaction_type,amount,location,payment_method,sender_iban,recipient_iban,balance_after,description,timestamp
7f36c73b-4fe8-4b96-b8f1-891cebb84c41,MRTT-MRCN-7FA-LIZ-0,,withdrawal,250,Lizzano - ATM Lizzano Town Center,debit card,IT49Q4040871981458174031881,,66207.45,,2087-01-01T08:23:16
54dc3140-5956-45cb-9920-043a3ecaec8b,EMP44995,DRWS-MRCA-80A-HAM-0,transfer,615.0,,,IT46X5311612879207964400583163,DE57U4184552860634820409009,5162.15,Salary payment Jan,2087-01-01T09:31:34
eee2eea4-39b4-4df1-a9a6-ae7bd7aa24b1,MRTT-MRCN-7FA-LIZ-0,,in-person payment,62.9,Lizzano - Lizzano Olive Grove Cafe,debit card,IT49Q4040871981458174031881,IT80Z4941408036578189240458564,66144.55,,2087-01-01T14:02:03
dd67c3bd-1a9e-468f-b32e-1679815cf7e2,EMP82842,CHRS-BRNT-7D0-LEX-0,transfer,3966.3,,,IT18U1473787077916623227877516,US21H8252797218123150276820,23905.41,Salary payment Jan,2087-01-01T14:15:32
d79b2859-7763-48c5-a92d-49b968850df9,DRWS-MRCA-80A-HAM-0,EXT40692,transfer,237.42,,,DE57U4184552860634820409009,IT25X9531939914515984375048960,4924.73,Rent payment Jan - Property Management Hamm,2087-01-01T18:11:33
f88fbbdc-01a4-4fa2-81b4-13c77f268c1c,CHRS-BRNT-7D0-LEX-0,HOME15224,transfer,1135.3,,,US21H8252797218123150276820,IT57N1474738655242629208485167,22770.11,Rent payment Jan - Property Management Lexington,2087-01-02T10:04:44
be2ec92d-4999-4f61-aa29-ece30ed6995b,NDRD-JNNF-804-ATL-1,RES54681,transfer,924.67,,,US30M1372126760215375515018,IT23D6634390131214534953879513,13669.43,Rent payment Jan - Property Management Atlanta,2087-01-02T11:40:51
6a17805a-e26c-48aa-ad63-9acc04b511b4,MRTT-MRCN-7FA-LIZ-0,APP33021,transfer,2912.36,,,IT42R5708562673503779635182824,IT71E2882286304039447950146815,25569.4,Rent payment Jan - Property Management Lizzano,2087-01-02T14:41:44
3f0d869b-1d34-4214-a112-d090d960614b,MRTT-MRCN-7FA-LIZ-0,RES37379,transfer,3030.52,,,IT49Q4040871981458174031881,IT88G1791929636143423771386058,63114.03,Savings deposit,2087-01-02T14:58:53
85f15702-082f-43de-9b06-8dba46779ba0,MRTT-MRCN-7FA-LIZ-0,,in-person payment,129.51,Lizzano - Lizzano Olive Oil Shop,mobile phone,IT49Q4040871981458174031881,IT25X9531939914515984375048960,62984.52,,2087-01-02T15:02:06
f2f66a63-f354-47ee-aea4-3a79b5832649,EMP36560,MÜLC-RBRT-7D3-MUN-0,transfer,3687.33,,,IT64K4887995869158851748618291,DE64Q6073036137874713310093,26080.68,Salary payment Jan,2087-01-02T15:11:50
19e641da-517a-47a0-8833-65fe14e7b9e6,RYNL-LXND-810-LIV-1,RES37379,direct debit,19.4,,,GB58D3395629710137201486695,IT88G1791929636143423771386058,4104.51,Student gym membership monthly fee,2087-01-03T05:01:08
f16ae600-7990-4b82-81f3-de3b4e77d6b4,RZUI-STÉP-802-VIL-1,HOME24293,transfer,936.1,,,FR71I3352838962099407249980,IT96Y8609605987385430066724909,20114.66,Rent payment Jan - Property Management Villefranche-sur-Saone,2087-01-03T09:26:40
d570ccc5-5ae6-4cf8-90b2-2170dfd55ac2,EMP46318,HLLN-SLLY-7F9-LON-1,transfer,8448.62,,,IT49M9716757436397960071596690,GB03X9982854814289776456915,46416.3,Salary payment Jan,2087-01-03T10:53:08
039187ae-a04f-4151-bb11-55d0ebb8d0d3,EMP92112,HÖLZ-RNTE-7E0-STU-1,transfer,2667.66,,,IT29K8232770886794901370022350,DE76Z3588741442679514957953,16470.68,Salary payment Jan,2087-01-03T12:54:00
7c54ae1e-04ef-41df-808f-4def5173f9ee,SPNC-DRRN-7F0-LOU-1,EXT60132,transfer,4085.31,,,IT45W9199160176252093764541567,IT15X9011813708956678675954223,40364.65,Rent payment Jan - Property Management Loughton,2087-01-03T13:50:42
0372a2ac-3cd5-4b70-9b52-f013f1d70120,EMP17536,DNLA-THÉD-803-CHO-1,transfer,2741.09,,,IT55A4177552392447052649554922,FR13A6770256706231426213229,17634.05,Salary payment Jan,2087-01-03T15:04:30
bd80fb3b-0eca-4095-a519-c11da571749b,EMP56461,RZUI-STÉP-802-VIL-1,transfer,2775.9,,,IT25B3881703296697221505849975,FR71I3352838962099407249980,22890.56,Salary payment Jan,2087-01-03T16:35:26
5ee3bb50-a548-4a2f-b8e3-7f72f87ed704,MÜLC-RBRT-7D3-MUN-0,APP33021,transfer,981.3,,,DE64Q6073036137874713310093,IT71E2882286304039447950146815,25099.38,Rent payment Jan - Property Management Munster,2087-01-03T16:45:40
b8d84ed9-6284-453b-95c7-997d35d9d21c,DNLA-THÉD-803-CHO-1,EXT60132,transfer,898.39,,,FR13A6770256706231426213229,IT15X9011813708956678675954223,16735.66,Rent payment Jan - Property Management Choisy-le-Roi,2087-01-03T17:50:01
97ff0353-50ce-411f-85b0-7952621242d1,EMP86103,MRTN-NCLI-804-PHO-0,transfer,1304.99,,,IT88Q6844113058428621068476329,US78E7100724732347439437369,9504.04,Salary payment Jan,2087-01-03T18:34:44
