transaction_id,sender_id,recipient_id,transaction_type,amount,location,payment_method,sender_iban,recipient_iban,balance_after,description,timestamp
251ea2c6-3f26-46fe-973d-a639ecfcf55e,WLLM-LWSE-7FD-PAL-1,DOM52982,transfer,2217.06,,,GB04Y5698610302257677825236,IT58G4363973486150486231574767,25720.7,Rent payment Jan - Property Management Palmers Green,2087-01-01T10:05:52
722d70de-8a9a-4400-8a39-fd55df73fba9,EMP93079,WLLM-LWSE-7FD-PAL-1,transfer,7947.25,,,IT85M5934820641342175771505618,GB04Y5698610302257677825236,33667.95,Salary payment Jan,2087-01-01T15:29:06
40b7e7e9-0002-4b83-9e5d-99fdb1b4c516,EMP38907,MSSN-RNÉE-7FD-AIX-0,transfer,7047.06,,,IT76M5560802280595989700263495,FR15B6538581302856050840266,37902.21,Salary payment Jan,2087-01-01T17:43:53
8b8536a5-4739-4d70-8878-4088de93fcb0,GNTL-ZEIO-7FD-PAL-0,,in-person payment,44.56,Palagonia - Palagonia Coffee House,mobile phone,IT44B8373079683808929294106,IT15X9011813708956678675954223,43016.09,,2087-01-01T22:06:47
355c3c75-14bb-4625-b322-37b9b2c5fd14,GNTL-ZEIO-7FD-PAL-0,EXT40692,e-commerce,345.52,BrightCart Marketplace,debit card,IT44B8373079683808929294106,IT25X9531939914515984375048960,42670.57,,2087-01-01T22:36:56
8bae396a-d8ed-4916-a0f8-4ac66285f6b2,GNTL-ZEIO-7FD-PAL-0,EXT60132,e-commerce,343.96,SwiftCart Direct,debit card,IT44B8373079683808929294106,IT15X9011813708956678675954223,42326.61,,2087-01-02T08:58:50
80c279b1-a5b9-4e74-90de-d0c720a87033,EMP55422,GRMS-GNZI-805-TRE-1,transfer,2449.56,,,IT44X9080058466099002370039845,IT52A2187471936296189626599,15043.05,Salary payment Jan,2087-01-02T09:19:13
5bfc958c-44b4-4994-b714-f7af3d1a6a86,GNTL-ZEIO-7FD-PAL-0,EXT60132,transfer,2236.76,,,IT44B8373079683808929294106,IT15X9011813708956678675954223,40089.85,Rent payment Jan - Property Management Palagonia,2087-01-02T10:40:58
a454f579-84dd-4590-bce3-c7ac078799e9,EMP64082,GRSO-ÉDRD-7F3-PAR-1,transfer,6408.82,,,IT67J6075093552286932301579439,FR41A0326617078294047685327,47977.29,Salary payment Jan,2087-01-02T10:47:47
ee2609b4-fe30-4007-afdd-f84920551f81,EMP39779,SCHL-SNDR-805-GOP-0,transfer,1573.22,,,IT69J2961381667450859761796566,DE55H6823891590494745011040,14153.17,Salary payment Jan,2087-01-02T11:43:49
9cb3c77f-22e5-4846-92d7-85f36892d41f,EMP91340,MLTS-FRNI-804-AGR-1,transfer,2637.32,,,IT52J5853186027807475130265881,IT03O4772849732095815044471,17252.59,Salary payment Jan,2087-01-02T12:45:13
594b9408-f3f5-4ec9-a97f-a245ac765a36,EMP47159,RYSE-SHLY-802-STO-1,transfer,1847.92,,,IT48I7709678874940460775706807,US47A6245248019424455944599,15175.63,Salary payment Jan,2087-01-02T13:41:39
45781005-a91d-4009-a444-a72f35946d4b,GRMS-GNZI-805-TRE-1,HOME24293,transfer,836.79,,,IT52A2187471936296189626599,IT96Y8609605987385430066724909,14206.26,Rent payment Jan - Property Management Treviso,2087-01-02T14:07:25
9f880ced-d847-4997-9b38-4a92cb143595,KRSA-SMTI-80C-GRO-1,APP60604,transfer,367.9,,,DE73Y2985214328340325296196,IT80Z4941408036578189240458564,2443.97,Rent payment Jan - Property Management Grobenzell,2087-01-02T15:16:09
a26f1be9-638e-471d-9c5f-f1d520cdaded,EMP93423,WDOO-NGLA-804-SIM-0,transfer,3306.93,,,IT12N9101682671799032036052973,US18M3529665762787118222086,19468.9,Salary payment Jan,2087-01-02T15:57:40
bae40eb9-8940-4dca-9b2f-df38da74b614,EMP22750,RYNA-CNRO-7D5-TOT-1,transfer,4190.66,,,IT64C7001013795225953128954585,GB37G6572247034032665833224,22066.16,Salary payment Jan,2087-01-02T17:19:46
52ac3a2c-0e76-40bd-a3d3-037ab80037e5,RNGO-LSSA-7D2-VIL-1,APP60604,transfer,839.27,,,IT24R5285530149575059640859,IT80Z4941408036578189240458564,14240.96,Rent payment Jan - Property Management Villorba,2087-01-03T09:12:46
0a75f227-71f6-46f3-9d96-f49da6479efc,RYSE-SHLY-802-STO-1,HOME24293,transfer,659.59,,,US47A6245248019424455944599,IT96Y8609605987385430066724909,14516.04,Rent payment Jan - Property Management Stonecrest,2087-01-03T09:28:24
7db2e915-760a-4e11-8b00-87ff168615dd,EMP87781,SÖDN-MXML-80C-STU-0,transfer,972.59,,,IT14T2926691912526559499109739,DE70Z6931145318394190178298,8736.7,Salary payment Jan,2087-01-03T09:54:00
